PV;"Te laat";Onderwerp;"Datum PV";"Referentie kabinet";Parlementarier;Omschrijving;"Antwoord tegen";"Antwoord ontvangen";"Te behandelen door";"Doorsturen naar";"Naar Staf tegen";"Herinnering op";"Uitgeschreven op";"Datum Kabinet";Bijlagen
290;Onberekenbaar;"Aanleg fietspaden - realisaties";11-12-2013;;"Yuksel Veli";;23-12-2013;;PCO;;;23-12-2013;23-12-2013;23-12-2013;"2014-0290.doc, 2014-0290.docx"
288;Onberekenbaar;"Fietspaden N44a Maldegem - Onderhoud";11-12-2013;;"Taeldeman Valerie";;23-12-2013;;WOV;;;23-12-2013;23-12-2013;23-12-2013;"2014-0288.doc, 2014-0288.docx"
286;Onberekenbaar;"E314 Heverlee - Wilsele - weefstroken";09-12-2013;;"Jans Lies";;20-12-2013;;WVB;;;20-12-2013;20-12-2013;20-12-2013;"2014-0286.doc, 2014-0286.doc"
286;Onberekenbaar;"E314 Heverlee - Wilsele - weefstroken";20-12-2013;;"Jans Lies";;20-12-2013;;WVB;;;20-12-2013;20-12-2013;20-12-2013;2014-0286.doc
281;Onberekenbaar;"Trajectcontrole - werklast parketten - Overleg";09-12-2013;;"Reekmans Peter";;20-12-2013;;EMT;;;20-12-2013;20-12-2013;20-12-2013;"2014-0281.doc, 2014-0281.doc"
275;Onberekenbaar;"Omvorming N44 Maldegem - stand van zaken";06-12-2013;;"Taeldeman Valerie";;20-12-2013;;WOV;;;20-12-2013;20-12-2013;20-12-2013;"2014-0275.doc, 2014-0275.docx"
274;Onberekenbaar;"Investeringsprogramma wegen - aanleg rotonde N9/Hillestraat Maldegem";06-12-2013;;"Taeldeman Valerie";;20-12-2013;;WOV;;;20-12-2013;20-12-2013;20-12-2013;"2014-0274.doc, 2014-0274.docx"
273;Onberekenbaar;"Investeringsprogramma wegen - N70 Lochristi";06-12-2013;;"Taeldeman Valerie";;20-12-2013;;WOV;;;20-12-2013;20-12-2013;20-12-2013;"2014-0273.doc, 2014-0273.docx"
272;Onberekenbaar;"Kruispunt R71 - N20 Hasselt - Herinrichting";05-12-2013;;"Jans Lies";;17-12-2013;;WL;;;17-12-2013;17-12-2013;17-12-2013;"2014-0272.doc, 2014-0272.doc"
269;Onberekenbaar;"Voetgangers- en fietsersbrug Deinze - stand van zaken";04-12-2013;;"Franssen Cindy";;17-12-2013;;WOV;;;17-12-2013;17-12-2013;17-12-2013;2014-0269.doc
268;Onberekenbaar;"Flora en fauna - schade door strooizout";04-12-2013;;"Vandaele Wilfried";;17-12-2013;;PCO;;;17-12-2013;17-12-2013;17-12-2013;"2014-0268.doc, 2014-0268aangepast.doc"
267;Onberekenbaar;"Niet-aangelegd fietspad Generaal Lemanstraat Antwerpen - herbestemming middelen";04-12-2013;;"Vogels Mieke";;17-12-2013;;WA;;;17-12-2013;17-12-2013;17-12-2013;"2014-0267.doc, 2014-0267.doc, 2014-0267-2e aanpassing.doc"
264;Onberekenbaar;"Overladen vrachtwagens - controles wegeninspectie";03-12-2013;;"Dillen Marijke";;13-12-2013;;PCO;;;13-12-2013;13-12-2013;13-12-2013;"2014-0264.doc, 2014-0264.docx"
263;Onberekenbaar;"Wegbermen - respecteren minimumbreedte";03-12-2013;;"Lachaert Egbert";;13-12-2013;;PCO;;;13-12-2013;13-12-2013;13-12-2013;"2014-0263.doc, 2014-0263.docx"
261;Onberekenbaar;"Doortocht kusttram Nieuwpoort-Bad - Verkeersveiligheid";03-12-2013;;"Godderis-T'Jonck Danielle";;13-12-2013;;WWV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0261.doc, 2014-0261.doc"
259;Onberekenbaar;"Aslastendecreet - Knelpunten voor transportsector";29-11-2013;;"Heeren Veerle";;13-12-2013;;PCO;;;13-12-2013;13-12-2013;13-12-2013;"2014-0259.docx, 2014-0259.docx"
258;Onberekenbaar;"Ritsen in het verkeer - Sensibilisering";29-11-2013;;"Roegiers Jan";;13-12-2013;;PCO;;;13-12-2013;13-12-2013;13-12-2013;"2014-0258.docx, 2014-0258.docx"
257;Onberekenbaar;"R4 John F. Kennedylaan Gent - Geluidsschermen";29-11-2013;;"Yuksel Veli";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0257.docx, 2014-0257.docx"
256;Onberekenbaar;"NMBS-investeringsplan 2013-2025 - Afstemming";29-11-2013;;"Vereeck Lode";;13-12-2013;;WL;;;13-12-2013;13-12-2013;13-12-2013;2014-0256.docx
255;Onberekenbaar;"Trajectcontrole - Werklast voor parketten - Overleg";29-11-2013;;"Roegiers Jan";;13-12-2013;;EMT;;;13-12-2013;13-12-2013;13-12-2013;"2014-0255.docx, 2014-0255.doc"
254;Onberekenbaar;"Overladen vrachtwagens - Weigh-In-Motion systeem";29-11-2013;;"Smaers Griet";;13-12-2013;;PCO;;;13-12-2013;13-12-2013;13-12-2013;"2014-0254.docx, 2014-0254.docx"
251;Onberekenbaar;"Investeringsprogramma wegen - Bundelbestek D411 Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0251.docx, 2014-0251.docx"
250;Onberekenbaar;"Investeringsprogramma wegen - Kruispunt Kasteellaan Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0250.docx, 2014-0250.docx"
249;Onberekenbaar;"Investerignsprogramma wegen - Studie N465a Oosterzele";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0249.docx, 2014-0249.docx"
248;Onberekenbaar;"Investeringsprogramma wegen - N461 Knesselare";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0248.docx, 2014-0248.docx"
247;Onberekenbaar;"Investeringsprogramma wegen - ""The Loop"" Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0247.docx, 2014-0247.docx"
246;Onberekenbaar;"Investeringsprogramma wegen - Studie ring om Eeklo";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0246.docx, 2014-0246.docx"
245;Onberekenbaar;"Investeringsprogramma wegen - Kruispunt Wondelgemse Meersen Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0245.docx, 2014-0245.docx"
244;Onberekenbaar;"Investeringsprogramma wegen - Studie N456 Lembeke";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0244.docx, 2014-0244.docx"
243;Onberekenbaar;"Investeringsprogramma wegen - Brug Handelsdok Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0243.docx, 2014-0243.docx"
242;Onberekenbaar;"Investeringsprogamma wegen - Studie N455 Sint-Laureins";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0242.docx, 2014-0242.docx"
241;Onberekenbaar;"Investeringsprogramma wegen - Ontsluiting UCO-site Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0241.docx, 2014-0241.docx"
240;Onberekenbaar;"Investeringsprogramma wegen - N449 Wachtebeke";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0240.docx, 2014-0240.docx"
239;Onberekenbaar;"Investeringsprogramma wegen - N448 Evergem";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0239.docx, 2014-0239.docx"
238;Onberekenbaar;"Investeirngsprogramma wegen - Geluidswerende schermen R4 Evergem";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0238.docx, 2014-0238.docx"
237;Onberekenbaar;"Investeringsprogramma wegen - Omlegging N437a Hansbeke";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0237.docx, 2014-0237.docx"
236;Onberekenbaar;"Investeringsprogramma wegen - Kloosterstraat Knesselare";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0236.docx, 2014-0236.docx"
235;Onberekenbaar;"Investeringsprogramma wegen - Carpoolparking R4 Destelbergen";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0235.docx, 2014-0235.docx"
234;Onberekenbaar;"Investeringsprogramma wegen - Aanleg fietspad N70a Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0234.docx, 2014-0234.docx"
233;Onberekenbaar;"Investeringsprogramma wegen - Studie tunnel R4 Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0233.docx, 2014-0233.docx"
232;Onberekenbaar;"Investeringprogramma wegen - Structureel onderhoud E17/E40/R4/E34/R2 Gent";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0232.docx, 2014-0232.docx"
231;Onberekenbaar;"Investeringsprogramma wegen - Carpoolparking E40 Nevele";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0231.docx, 2014-0231.docx"
230;Onberekenbaar;"Investeringsprogramma wegen - E40 Aalter-St. Denijs";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0230.docx, 2014-0230.docx"
229;Onberekenbaar;"Investeringsprogramma wegen - Studie geluidswerende schermen E40 Aalter";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0229.docx, 2014-0229.docx"
228;Onberekenbaar;"Investeringsprogramma wegen - Toegangscomplex E40 Aalter";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0228.docx, 2014-0228.docx"
227;Onberekenbaar;"Investeringsprogramma wegen - Wegmarkeringen Gentbrugge";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0227.docx, 2014-0227.docx"
226;Onberekenbaar;"Investeringsprogramma wegen - D413 Eeklo";28-11-2013;;"Taeldeman Valerie";;13-12-2013;;WOV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0226.docx, 2014-0226.docx"
224;Onberekenbaar;"Kruispunt N1-N12 Antwerpen - Verkeerslicht fietsers";28-11-2013;;"Vermeiren Goedele";;13-12-2013;;WA;;;13-12-2013;13-12-2013;13-12-2013;"2014-0224.docx, 2014-0224.doc"
223;Onberekenbaar;"N364-N319 Kaaskerke-Alveringem - Verkeersveiligheid";28-11-2013;;"Godderis-T'Jonck Danielle";;13-12-2013;;WWV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0223.docx, 2014-0223.doc"
222;Onberekenbaar;"N355 Ramskapelle-Pervijze - Verkeersveiligheid";28-11-2013;;"Godderis-T'Jonck Danielle";;13-12-2013;;WWV;;;13-12-2013;13-12-2013;13-12-2013;"2014-0222.docx, 2014-0222.doc"
218;Onberekenbaar;"N437 - Zingem - Nazareth - Fietspaden (2)";27-11-2013;;"Franssen Cindy";;10-12-2013;;WOV;;;10-12-2013;10-12-2013;10-12-2013;"2014-0218.doc, 2014-0218.docx"
216;Onberekenbaar;"N35/N43 Deinze - stand van zaken";27-11-2013;;"Diependaele Matthias";;10-12-2013;;WOV;;;10-12-2013;10-12-2013;10-12-2013;"2014-0216.doc, 2014-0216.docx"
210;Onberekenbaar;"PPS-projecten missing links - Via-Invest";22-11-2013;;"Vereeck Lode";;06-12-2013;;PCO;;;06-12-2013;06-12-2013;06-12-2013;2014-0210.doc
212;Onberekenbaar;"Trajectcontrole E40 - ongevallen";22-11-2013;;"Lachaert Egbert";;06-12-2013;;WOV;;;06-12-2013;06-12-2013;06-12-2013;"2014-0212.doc, 2014-0212.docx"
207;Onberekenbaar;"Openbare werken - grondverwervingstermijnen";21-11-2013;;"Franssen Cindy";;03-12-2013;;PCO;;;03-12-2013;03-12-2013;03-12-2013;"2014-0207.doc, 2014-0207.docx"
204;Onberekenbaar;"Autosnelwegparkings - afvalophaling";21-11-2013;;"D'Hulster Steve";;04-12-2013;;PCO;;;04-12-2013;04-12-2013;04-12-2013;"2014-0204.doc, 2014-0204.docx"
209;Onberekenbaar;"Kruispunt Guldensporenlaan / R4 Merelbeke - Doorstroming";21-11-2013;;"Lachaert Egbert";;04-12-2013;;WOV;;;04-12-2013;04-12-2013;04-12-2013;"2014-0209.doc, 2014-0209.docx"
208;Onberekenbaar;"E34 Moerbeke - fietsoversteek - geluidsmeting Zandberg";21-11-2013;;"Lachaert Egbert";;04-12-2013;;WOV;;;04-12-2013;04-12-2013;04-12-2013;"2014-0208.doc, 2014-0208.docx"
205;Onberekenbaar;"Integraal fietsinvesteringsprogramma - stand van zaken";21-11-2013;;"D'Hulster Steve";;03-12-2013;;PCO;;;03-12-2013;03-12-2013;03-12-2013;"2014-0205.doc, 2014-0205.docx"
201;Onberekenbaar;"Kruispunt N41/Kettermuit St.-Niklaas - Heraanleg";20-11-2013;;"De Meyer Jos";;03-12-2013;;WOV;;;03-12-2013;03-12-2013;03-12-2013;"2014-0201.doc, 2014-0201.docx"
198;Onberekenbaar;"Kennedylaan Gent - Verkeersveiligheid";20-11-2013;;"Yuksel Veli";;03-12-2013;;WOV;;;03-12-2013;03-12-2013;03-12-2013;2014-0198.doc
162;Onberekenbaar;"De Lijn - Rustpauze chauffeurs";06-11-2013;;"Roegiers Jan";;27-11-2013;;EVT;;;27-11-2013;27-11-2013;27-11-2013;"2014-0162.docx, 2014-0162.doc"
190;Onberekenbaar;"Kruispunt Elisasbethlaan / Torhoutsesteenweg Oostende - Ondertunneling (2)";14-11-2013;;"Caron Bart";;14-11-2013;;WWV;;;28-11-2013;28-11-2013;28-11-2013;2014-0190.docx
185;Onberekenbaar;"Vrije bus- en trambanen - stand van zaken";14-11-2013;;"D'Hulster Steve";;26-11-2013;;EVT;;;26-11-2013;26-11-2013;26-11-2013;"2014-0185.docx, 2014-0185.doc, 2014-0185bijlage.xlsx"
184;Onberekenbaar;"Elektrische voertuigen - Publieke laadpunten";14-11-2013;;"Van Overmeire Karim";;26-11-2013;;EVT;;;26-11-2013;26-11-2013;26-11-2013;"2014-0184.docx, 2014-0184.doc"
180;Onberekenbaar;"Dynamische verkeerssignalisatie - stand van zaken";13-11-2013;;"Dillen Marijke";;26-11-2013;;EMT;;;26-11-2013;26-11-2013;26-11-2013;"2014-0180.docx, 2014-0180.doc"
183;Onberekenbaar;"Verapazbrug Gent - stand van zaken";13-11-2013;;"Roegiers Jan";;26-11-2013;;WOV;;;26-11-2013;26-11-2013;26-11-2013;"2014-0183.docx, 2014-0183.docx"
181;Onberekenbaar;"Flitspalen - evaluatie";13-11-2013;;"Dillen Marijke";;26-11-2013;;EMT;;;26-11-2013;26-11-2013;26-11-2013;2014-0181.docx
178;Onberekenbaar;"Bovenlokaal functioneel fietsroutennetwerk - provincie antwerpen";12-11-2013;;"Reekmans Peter";;22-11-2013;;WA;;;22-11-2013;22-11-2013;22-11-2013;2014-0178.docx
177;Onberekenbaar;"N34 Doortocht Heist - stand van zaken";12-11-2013;;"Verfaillie Jan";;25-11-2013;;WWV;;;25-11-2013;25-11-2013;25-11-2013;2014-0177.docx
176;Onberekenbaar;"Kruispunt N43 - Spijkerlaan/Pontstraat Waregem - Heraanleg";08-11-2013;;"Hostekint Michèle";;22-11-2013;;WWV;;;22-11-2013;22-11-2013;22-11-2013;2014-0176.docx
174;Onberekenbaar;"Mobiele flitscamera's bij wegenwerken - stand van zaken";08-11-2013;;"D'Hulster Steve";;22-11-2013;;EMT;;;22-11-2013;22-11-2013;22-11-2013;2014-0174.docx
173;Onberekenbaar;"N49 - Antwerpen-Kust - Omvorming";08-11-2013;;"Reekmans Peter";;25-11-2013;;WOV;;;25-11-2013;25-11-2013;25-11-2013;"2014-0173.docx, 2014-0173.docx"
172;Onberekenbaar;"I-BUS - project - stand van zaken";08-11-2013;;"Homans Liesbeth";;22-11-2013;;EVT;;;22-11-2013;22-11-2013;22-11-2013;2014-0172.docx
170;Onberekenbaar;"Onderhoud gewestwegen - overeenkomst met de gemeenten";07-11-2013;;"Lachaert Egbert";;21-11-2013;;PCO;;;21-11-2013;21-11-2013;21-11-2013;"2014-0170.docx, 2014-0170.docx, 2014-0170bijlage.pdf"
169;Onberekenbaar;"Aanleg zebrapaden - inspraak lokaal bestuur - N415";07-11-2013;;"Lachaert Egbert";;21-11-2013;;WOV;;;21-11-2013;21-11-2013;21-11-2013;"2014-0169.docx, 2014-0169.docx"
167;Onberekenbaar;"Investeringsprogramma wegen - doortocht N35 Diksmuide";07-11-2013;;"Poleyn Sabine";;21-11-2013;;WWV;;;21-11-2013;21-11-2013;21-11-2013;"2014-0167.docx, 2014-0167.doc"
166;Onberekenbaar;"N407 - Kapellendries Wetteren - verkeersveiligheid";06-11-2013;;"Van Malderen Bart";;20-11-2013;;WOV;;;20-11-2013;20-11-2013;20-11-2013;2014-0166.docx
165;Onberekenbaar;"N435 - Ouwegem - Zingem - herinrichting";06-11-2013;;"Franssen Cindy";;20-11-2013;;WOV;;;20-11-2013;20-11-2013;20-11-2013;2014-0165.docx
164;Onberekenbaar;"N425 Maarkedal - heraanleg";06-11-2013;;"Franssen Cindy";;20-11-2013;;WOV;;;20-11-2013;20-11-2013;20-11-2013;2014-0164.docx
163;Onberekenbaar;"Fly-over- N19 Geel - stand van zaken";06-11-2013;;"Reekmans Peter";;20-11-2013;;WA;;;20-11-2013;20-11-2013;20-11-2013;2014-0163.docx
154;Onberekenbaar;"Bufferbekken E40 - Leuven - stand van zaken";06-11-2013;;"Eerlingen Tine";;20-11-2013;;WVB;;;20-11-2013;20-11-2013;20-11-2013;2014-0154.docx
153;Onberekenbaar;"Strategienota Verenigd Koninkrijk - optimaliseren infrastructuur";06-11-2013;;"Van Overmeire Karim";;20-11-2013;;WWV;;;20-11-2013;20-11-2013;20-11-2013;2014-0153.docx
152;Onberekenbaar;"Sluisweg Merelbeke - wegverlichting";06-11-2013;;"Stevens Helga";;20-11-2013;;WOV;;;20-11-2013;20-11-2013;20-11-2013;2014-0152.docx
161;Onberekenbaar;"Carpoolparkings West-Vlaanderen ";06-11-2013;;"Vandaele Wilfried";;20-11-2013;;WWV;;;20-11-2013;20-11-2013;20-11-2013;2014-0161.docx
159;Onberekenbaar;"Ondertunnekling Boudewijnlaan Aalst - Kostprijs en timing";06-11-2013;;"Van Overmeire Karim";;20-11-2013;;WOV;;;20-11-2013;20-11-2013;20-11-2013;2014-0159.docx
149;Onberekenbaar;"Afgedankte verkeersborden - Verwerking";04-11-2013;;"Dillen Marijke";;18-11-2013;;PCO;;;18-11-2013;18-11-2013;18-11-2013;"2014-0149.docx, 2014-0149.docx"
141;Onberekenbaar;"Haven Zeebrugge - Spoorontsluiting";31-10-2013;;"Reekmans Peter";;14-11-2013;;WWV;;;14-11-2013;14-11-2013;14-11-2013;2014-0141.docx
276;Onberekenbaar;"Gebruik van camera's voor allerlei doeleinden";18-10-2013;;"Keulen Marino";;04-11-2013;;EMT;;;04-11-2013;04-11-2013;04-11-2013;"2014-0276vou.docx, 2014-0276-vou.docx"
317;Onberekenbaar;"Uitrol van het ANPR-netwerk";23-10-2013;;"Fournier Martine";;04-11-2013;;EMT;;;04-11-2013;04-11-2013;04-11-2013;"2014-0317vou.docx, 2014-0317-vou.docx"
355;Onberekenbaar;"Optimalisatie van het noordelijk deel van de Ring om Brussel";28-10-2013;;"De Knop Irina";;04-11-2013;;WVB;;;04-11-2013;04-11-2013;04-11-2013;2014-0355vou.docx
28;Onberekenbaar;"Herinrichting van het noordelijke deel van de ring rond Brussel";29-10-2013;;"Sanctorum Hermes";;04-11-2013;;WVB;;;04-11-2013;04-11-2013;04-11-2013;2014-0028int.docx
27;Nee;"Brusselse Ring";28-10-2013;;"Van Hauthem Joris";;04-11-2013;;WVB;;04-11-2013;04-11-2013;04-11-2013;04-11-2013;"2014-0027int.docx, Antwoord interpellatie 27.docx"
140;Onberekenbaar;"Zeebrugge - strategisch Haveninfrstructuurproject SHIP";30-10-2013;;"Van Volcem Mercedes";;13-11-2013;;WWV;;;13-11-2013;13-11-2013;13-11-2013;"2014-0140.docx, 2014-0140.doc"
137;Onberekenbaar;"N2 en N26 - onderhoud";30-10-2013;;"Van Malderen Bart";;13-11-2013;;WVB;;;13-11-2013;13-11-2013;13-11-2013;"2014-0137.docx, 2014-0137.doc"
134;Onberekenbaar;"Verkeersborden - afstemming";29-10-2013;;"Wienen Wim";;12-11-2013;;PCO;;;12-11-2013;12-11-2013;12-11-2013;2014-0134.docx
130;Onberekenbaar;"Verkeer Asse - Herkomst-bestemmingsonderzoek";29-10-2013;;"Segers Willy";;12-11-2013;;WVB;;;12-11-2013;12-11-2013;12-11-2013;"2014-0130.docx, 2014-0130.docx"
125;Onberekenbaar;"Zwaar vervoer - ongevallen door afgevallen lading";28-10-2013;;"D'Hulster Steve";;08-11-2013;;PCO;;;08-11-2013;08-11-2013;08-11-2013;2014-0125.docx
124;Onberekenbaar;"Masterplan 2020 Antwerpen - verbindingsweg N10-R11";28-10-2013;;"D'Hulster Steve";;08-11-2013;;WA;;;08-11-2013;08-11-2013;08-11-2013;"2014-0124.docx, 2014-0124.doc"
118;Onberekenbaar;"Zwerfvuil langs gewestwegen - Handhaving";25-10-2013;;"Dillen Marijke";;06-11-2013;;PCO;;;06-11-2013;06-11-2013;06-11-2013;2014-0118.docx
114;Onberekenbaar;"Fietsbrug Mol - Postel - stand van zaken";24-10-2013;;"Deckx Kathleen";;06-11-2013;;WA;;;06-11-2013;06-11-2013;06-11-2013;"2014-0114.docx, 2014-0114.doc"
112;Onberekenbaar;"Openbare werken - inbreng privé-kapitaal";23-10-2013;;"Franssen Cindy";;06-11-2013;;PCO;;;06-11-2013;06-11-2013;06-11-2013;2014-0112.docx
111;Onberekenbaar;"Fietspad N10 Koningshooikt - procedure Raad van State";23-10-2013;;"Hendrickx Marc";;06-11-2013;;WA;;;06-11-2013;06-11-2013;06-11-2013;2014-0111.docx
110;Onberekenbaar;"N74 Zonhoven - fietspad";23-10-2013;;"Chokri Mahassine ";;06-11-2013;;WL;;;06-11-2013;06-11-2013;06-11-2013;2014-0110.docx
108;Onberekenbaar;"Kammenkouterstraat Moorsel Aalst - verkeersveiligheid";23-10-2013;;"Van der Borght Vera";;06-11-2013;;WOV;;;06-11-2013;06-11-2013;06-11-2013;2014-0108.docx
107;Onberekenbaar;"Waaslandtunnel Antwerpen - ADR-transport";23-10-2013;;"Wienen Wim";;06-11-2013;;EVT;;;06-11-2013;06-11-2013;06-11-2013;"2014-0107.docx, 2014-0107.doc"
104;Onberekenbaar;"N466 Drongen - oversteekplaatsen";22-10-2013;;"Yuksel Veli";;04-11-2013;;WOV;;;04-11-2013;04-11-2013;04-11-2013;2014-0104.docx
102;Onberekenbaar;"Verkeersveiligheid - Campagnes";21-10-2013;;"Keulen Marino";;31-10-2013;;PCO;;;31-10-2013;31-10-2013;31-10-2013;2014-0102.docx
93;Onberekenbaar;"Trajectcontrole - Naleving privacywetgeving";18-10-2013;;"Tommelein Bart";;31-10-2013;;EMT;;;31-10-2013;31-10-2013;31-10-2013;"2014-0093.docx, 2014-0093.doc"
89;Onberekenbaar;"Fietspad N10 Koningshooikt - Heraanleg";18-10-2013;;"Vanderpoorten Marleen";;31-10-2013;;WA;;;31-10-2013;31-10-2013;31-10-2013;2014-0089.docx
90;Onberekenbaar;"Spartacusproject - Wegenwerken Diepenbeek";18-10-2013;;"Vereeck Lode";;31-10-2013;;WL;;;31-10-2013;31-10-2013;31-10-2013;2014-0090.docx
88;Onberekenbaar;"Brusselse Ring - Mobiliteitsimpact commerciële en sportcomplexen";18-10-2013;;"De Wachter Else";;31-10-2013;;WVB;;;31-10-2013;31-10-2013;31-10-2013;2014-0088.docx
87;Onberekenbaar;"Flitspalen - Vandalisme";17-10-2013;;"D'Hulster Steve";;30-10-2013;;EMT;;;30-10-2013;30-10-2013;31-10-2013;"2014-0087.doc, 2014-0087.docx"
85;Onberekenbaar;"Fietspad Neerhoevenlaan - Groenhof Mortsel - Stand van zaken";17-10-2013;;"D'Hulster Steve";;30-10-2013;;WA;;;30-10-2013;30-10-2013;31-10-2013;"2014-0085.docx, 2014-0085.doc"
